course_id,course_name,category,skills,level,duration_hours,rating,instructor,description,enrolled_students,price,language,tags,prerequisites
878,"PHP - Best Practices (Crash Course, DataCamp)",Programming,php best practices programming,Advanced,6,4.8,Mr. S. Gupta,"Learn PHP through a best practices focused course, covering key concepts in Programming.",31052,3999,Hindi,"hands-on, beginner-friendly, mentor-support",[1818]
879,"Seaborn - Real World Projects (Crash Course, Coursera)",Data Visualization,seaborn real world projects data visualization,Advanced,15,4.1,Prof. M. Khan,"Learn Seaborn through a real world projects focused course, covering key concepts in Data Visualization.",16492,1999,Hindi,"certificate, mentor-support, project-based, beginner-friendly",[1676]
880,"TypeScript - Advanced Concepts (Live Cohort, LinkedIn Learning)",Programming,typescript advanced concepts programming,Advanced,15,3.6,Prof. R. Iyer,"Learn TypeScript through a advanced concepts focused course, covering key concepts in Programming.",41008,3999,English + Hindi Subtitles,"industry-recognized, quiz-included, project-based, in-demand","[17, 1462]"
881,"Chatbot Development - Fundamentals (Live Cohort, edX)",AI Specialized,chatbot development fundamentals ai specialized,Beginner,10,3.6,Prof. M. Khan,"Learn Chatbot Development through a fundamentals focused course, covering key concepts in AI Specialized.",8305,0,Hindi,"trending, in-demand, hands-on, certificate",[]
882,"Computer Vision - Fundamentals (Crash Course, Udemy)",AI Specialized,computer vision fundamentals ai specialized,Beginner,20,5.0,Dr. A. Sharma,"Learn Computer Vision through a fundamentals focused course, covering key concepts in AI Specialized.",17455,999,Spanish,"industry-recognized, mentor-support, beginner-friendly",[]
883,"Regression Analysis - Intermediate Concepts (Crash Course, LinkedIn Learning)",Statistics & Math,regression analysis intermediate concepts statistics & math,Advanced,4,3.9,Dr. N. Rao,"Learn Regression Analysis through a intermediate concepts focused course, covering key concepts in Statistics & Math.",44480,1999,Spanish,"trending, industry-recognized",[389]
884,"Feature Engineering - Hands-on Project (Crash Course, Pluralsight)",Machine Learning,feature engineering hands on project machine learning,Advanced,12,4.7,Dr. A. Sharma,"Learn Feature Engineering through a hands-on project focused course, covering key concepts in Machine Learning.",37855,2999,French,"mentor-support, job-ready",[1364]
885,"Database Optimization - Intermediate Queries (Project-Based, Udemy)",Databases,database optimization intermediate queries databases,Intermediate,10,4.5,Prof. J. Mehta,"Learn Database Optimization through a intermediate queries focused course, covering key concepts in Databases.",41221,0,French,"beginner-friendly, trending",[34]
886,"Docker - Best Practices (Project-Based, LinkedIn Learning)",Cloud & DevOps,docker best practices cloud & devops,Advanced,10,4.9,Dr. L. Fernandes,"Learn Docker through a best practices focused course, covering key concepts in Cloud & DevOps.",29925,1999,English + Hindi Subtitles,"certificate, industry-recognized, quiz-included",[1614]
887,"Project Management - Best Practices (Project-Based, Pluralsight)",Career Skills,project management best practices career skills,Advanced,20,3.7,Mr. T. Singh,"Learn Project Management through a best practices focused course, covering key concepts in Career Skills.",8229,3999,English + Hindi Subtitles,"hands-on, mentor-support","[1231, 2069]"
888,"Data Cleaning - Hands-on Project (Live Cohort, DataCamp)",Data Science,data cleaning hands on project data science,Advanced,25,5.0,Prof. R. Iyer,"Learn Data Cleaning through a hands-on project focused course, covering key concepts in Data Science.",49797,2999,English + Hindi Subtitles,"hands-on, industry-recognized, project-based, certificate",[1171]
889,"Data Analysis - Practical Applications (Self-Paced, edX)",Data Science,data analysis practical applications data science,Advanced,25,4.6,Prof. R. Iyer,"Learn Data Analysis through a practical applications focused course, covering key concepts in Data Science.",33393,3999,Hindi,"job-ready, in-demand, quiz-included, project-based","[607, 973]"
890,"GANs - Case Studies (Self-Paced, Pluralsight)",Deep Learning,gans case studies deep learning,Beginner,8,3.8,Dr. N. Rao,"Learn GANs through a case studies focused course, covering key concepts in Deep Learning.",31272,3999,English,"certificate, industry-recognized, hands-on",[]
891,"Neural Networks - Research Perspectives (Live Cohort, DataCamp)",Deep Learning,neural networks research perspectives deep learning,Advanced,2,4.4,Prof. R. Iyer,"Learn Neural Networks through a research perspectives focused course, covering key concepts in Deep Learning.",23029,1499,French,"mentor-support, hands-on, beginner-friendly, project-based",[890]
892,"JavaScript - Functional Programming (Self-Paced, edX)",Programming,javascript functional programming programming,Beginner,15,3.7,Dr. N. Rao,"Learn JavaScript through a functional programming focused course, covering key concepts in Programming.",11085,0,English + Hindi Subtitles,"beginner-friendly, industry-recognized",[]
893,"PostgreSQL - Real World Projects (Project-Based, DataCamp)",Databases,postgresql real world projects databases,Beginner,30,3.6,Prof. M. Khan,"Learn PostgreSQL through a real world projects focused course, covering key concepts in Databases.",29654,3999,Hindi,"project-based, in-demand",[]
894,"Data Warehousing - Performance Tuning (Live Cohort, Pluralsight)",Databases,data warehousing performance tuning databases,Beginner,2,3.6,Mr. T. Singh,"Learn Data Warehousing through a performance tuning focused course, covering key concepts in Databases.",45334,1999,English,"industry-recognized, beginner-friendly, project-based, trending",[]
895,"Hyperparameter Tuning - Optimization Strategies (Project-Based, LinkedIn Learning)",Machine Learning,hyperparameter tuning optimization strategies machine learning,Advanced,25,4.5,Dr. A. Sharma,"Learn Hyperparameter Tuning through a optimization strategies focused course, covering key concepts in Machine Learning.",40873,3999,French,"certificate, beginner-friendly, trending",[1654]
896,"Docker - Advanced Configuration (Live Cohort, edX)",Cloud & DevOps,docker advanced configuration cloud & devops,Advanced,25,4.9,Dr. A. Sharma,"Learn Docker through a advanced configuration focused course, covering key concepts in Cloud & DevOps.",38644,4999,Spanish,"mentor-support, project-based","[500, 1414]"
897,"GANs - Advanced Architectures (Project-Based, Pluralsight)",Deep Learning,gans advanced architectures deep learning,Advanced,15,3.8,Ms. K. Verma,"Learn GANs through a advanced architectures focused course, covering key concepts in Deep Learning.",24607,499,Spanish,"beginner-friendly, in-demand, project-based",[890]
898,"Hyperparameter Tuning - Advanced Techniques (Live Cohort, edX)",Machine Learning,hyperparameter tuning advanced techniques machine learning,Advanced,10,4.7,Mr. S. Gupta,"Learn Hyperparameter Tuning through a advanced techniques focused course, covering key concepts in Machine Learning.",11447,2999,English,"trending, hands-on",[1325]
899,"SQL - Advanced Techniques (Project-Based, Pluralsight)",Databases,sql advanced techniques databases,Advanced,8,4.0,Dr. L. Fernandes,"Learn SQL through a advanced techniques focused course, covering key concepts in Databases.",28436,499,Spanish,"hands-on, job-ready",[1658]
900,"FastAPI - Full Stack Development (Project-Based, Pluralsight)",Web Development,fastapi full stack development web development,Beginner,6,4.3,Mr. T. Singh,"Learn FastAPI through a full stack development focused course, covering key concepts in Web Development.",45662,999,English,"hands-on, in-demand",[]
901,"Pandas - Best Practices (Live Cohort, edX)",Data Science,pandas best practices data science,Advanced,12,4.7,Mr. S. Gupta,"Learn Pandas through a best practices focused course, covering key concepts in Data Science.",25769,2999,Hindi,"in-demand, quiz-included",[582]
902,"CI CD - Best Practices (Project-Based, Udemy)",Cloud & DevOps,ci cd best practices cloud & devops,Beginner,15,4.9,Prof. J. Mehta,"Learn CI CD through a best practices focused course, covering key concepts in Cloud & DevOps.",2193,0,English + Hindi Subtitles,"job-ready, quiz-included, hands-on",[]
903,"Hyperparameter Tuning - Hands-on Project (Live Cohort, DataCamp)",Machine Learning,hyperparameter tuning hands on project machine learning,Beginner,4,4.2,Ms. K. Verma,"Learn Hyperparameter Tuning through a hands-on project focused course, covering key concepts in Machine Learning.",22008,0,English,"industry-recognized, job-ready, certificate",[]
904,"Reinforcement Learning - Hands-on Project (Live Cohort, LinkedIn Learning)",Deep Learning,reinforcement learning hands on project deep learning,Beginner,2,4.5,Ms. K. Verma,"Learn Reinforcement Learning through a hands-on project focused course, covering key concepts in Deep Learning.",10651,499,English,"trending, mentor-support",[]
905,"Java - Algorithms (Project-Based, DataCamp)",Programming,java algorithms programming,Advanced,2,4.6,Mr. T. Singh,"Learn Java through a algorithms focused course, covering key concepts in Programming.",5102,2999,Spanish,"beginner-friendly, certificate","[107, 323]"
906,"Flask - Best Practices (Crash Course, Udemy)",Web Development,flask best practices web development,Beginner,10,4.0,Dr. N. Rao,"Learn Flask through a best practices focused course, covering key concepts in Web Development.",48874,2999,English,"certificate, beginner-friendly, in-demand",[]
907,"AutoML - Hands-on Project (Project-Based, Coursera)",Machine Learning,automl hands on project machine learning,Intermediate,2,4.2,Dr. N. Rao,"Learn AutoML through a hands-on project focused course, covering key concepts in Machine Learning.",16198,2999,English,"industry-recognized, project-based",[1466]
908,"Dashboard Design - Intermediate Techniques (Self-Paced, Coursera)",Data Visualization,dashboard design intermediate techniques data visualization,Intermediate,6,3.8,Ms. K. Verma,"Learn Dashboard Design through a intermediate techniques focused course, covering key concepts in Data Visualization.",6234,2999,English,"quiz-included, beginner-friendly",[1631]
909,"D3.js - Basics (Live Cohort, edX)",Data Visualization,d3.js basics data visualization,Beginner,8,4.9,Dr. N. Rao,"Learn D3.js through a basics focused course, covering key concepts in Data Visualization.",49651,499,Hindi,"hands-on, project-based, trending, quiz-included",[]
910,"Classification - Fundamentals (Self-Paced, Udemy)",Machine Learning,classification fundamentals machine learning,Beginner,20,4.7,Mr. T. Singh,"Learn Classification through a fundamentals focused course, covering key concepts in Machine Learning.",11965,2999,French,"industry-recognized, beginner-friendly",[]
911,"Team Collaboration - Best Practices (Self-Paced, Udemy)",Career Skills,team collaboration best practices career skills,Intermediate,12,4.0,Mr. S. Gupta,"Learn Team Collaboration through a best practices focused course, covering key concepts in Career Skills.",8705,3999,Spanish,"job-ready, project-based",[2042]
912,"MongoDB - Intermediate Queries (Live Cohort, Udemy)",Databases,mongodb intermediate queries databases,Advanced,25,3.5,Ms. K. Verma,"Learn MongoDB through a intermediate queries focused course, covering key concepts in Databases.",17867,2499,English + Hindi Subtitles,"trending, quiz-included, certificate, industry-recognized",[1342]
913,"Data Wrangling - Intermediate Techniques (Project-Based, Coursera)",Data Science,data wrangling intermediate techniques data science,Beginner,6,3.7,Prof. J. Mehta,"Learn Data Wrangling through a intermediate techniques focused course, covering key concepts in Data Science.",43889,499,English + Hindi Subtitles,"in-demand, certificate, beginner-friendly, mentor-support",[]
914,"Redis - Advanced Techniques (Self-Paced, Udemy)",Databases,redis advanced techniques databases,Advanced,25,4.8,Dr. N. Rao,"Learn Redis through a advanced techniques focused course, covering key concepts in Databases.",48155,4999,Spanish,"job-ready, trending, mentor-support","[239, 1907]"
915,"Data Warehousing - Advanced Techniques (Self-Paced, Pluralsight)",Databases,data warehousing advanced techniques databases,Advanced,15,3.7,Mr. T. Singh,"Learn Data Warehousing through a advanced techniques focused course, covering key concepts in Databases.",25012,0,English,"trending, project-based, in-demand, industry-recognized","[1342, 1681]"
916,"REST API - Fundamentals (Crash Course, DataCamp)",Web Development,rest api fundamentals web development,Beginner,10,3.5,Mr. S. Gupta,"Learn REST API through a fundamentals focused course, covering key concepts in Web Development.",28875,4999,English,"certificate, hands-on, job-ready, beginner-friendly",[]
917,"Project Management - Practical Guide (Live Cohort, edX)",Career Skills,project management practical guide career skills,Advanced,30,3.7,Ms. P. Nair,"Learn Project Management through a practical guide focused course, covering key concepts in Career Skills.",19861,0,English,"in-demand, trending, industry-recognized","[296, 384]"
918,"Public Speaking - Practical Guide (Crash Course, Pluralsight)",Career Skills,public speaking practical guide career skills,Intermediate,30,4.9,Ms. K. Verma,"Learn Public Speaking through a practical guide focused course, covering key concepts in Career Skills.",13085,2499,Hindi,"trending, project-based, mentor-support",[1015]
919,"Time Series Analysis - Intermediate Concepts (Project-Based, edX)",Statistics & Math,time series analysis intermediate concepts statistics & math,Intermediate,20,4.9,Dr. A. Sharma,"Learn Time Series Analysis through a intermediate concepts focused course, covering key concepts in Statistics & Math.",33191,999,English,"in-demand, trending",[567]
920,"Transformers - Practical Applications (Crash Course, Pluralsight)",Deep Learning,transformers practical applications deep learning,Intermediate,12,3.9,Ms. K. Verma,"Learn Transformers through a practical applications focused course, covering key concepts in Deep Learning.",9851,0,Hindi,"beginner-friendly, industry-recognized",[1473]
921,"Git and Version Control - Real World Scenarios (Crash Course, edX)",Career Skills,git and version control real world scenarios career skills,Advanced,20,4.5,Ms. K. Verma,"Learn Git and Version Control through a real world scenarios focused course, covering key concepts in Career Skills.",1103,2499,English + Hindi Subtitles,"industry-recognized, in-demand",[1499]
922,"REST API - Advanced Patterns (Project-Based, LinkedIn Learning)",Web Development,rest api advanced patterns web development,Advanced,2,3.5,Dr. L. Fernandes,"Learn REST API through a advanced patterns focused course, covering key concepts in Web Development.",34162,2999,Hindi,"mentor-support, job-ready, industry-recognized","[407, 1828]"
923,"AWS - Introduction (Crash Course, Udemy)",Cloud & DevOps,aws introduction cloud & devops,Beginner,30,3.7,Dr. A. Sharma,"Learn AWS through a introduction focused course, covering key concepts in Cloud & DevOps.",370,4999,French,"in-demand, certificate, trending, beginner-friendly",[]
924,"NoSQL - Real World Projects (Crash Course, Pluralsight)",Databases,nosql real world projects databases,Beginner,15,4.7,Dr. A. Sharma,"Learn NoSQL through a real world projects focused course, covering key concepts in Databases.",38137,499,Spanish,"beginner-friendly, industry-recognized, in-demand, quiz-included",[]
925,"Supervised Learning - Optimization Strategies (Live Cohort, edX)",Machine Learning,supervised learning optimization strategies machine learning,Advanced,8,4.9,Prof. J. Mehta,"Learn Supervised Learning through a optimization strategies focused course, covering key concepts in Machine Learning.",44272,4999,French,"job-ready, hands-on, mentor-support, trending","[588, 1426]"
926,"Regression Analysis - Practical Examples (Live Cohort, LinkedIn Learning)",Statistics & Math,regression analysis practical examples statistics & math,Advanced,12,4.0,Prof. R. Iyer,"Learn Regression Analysis through a practical examples focused course, covering key concepts in Statistics & Math.",36038,2999,Spanish,"mentor-support, industry-recognized, hands-on","[860, 1662]"
927,"React - Deployment Strategies (Project-Based, LinkedIn Learning)",Web Development,react deployment strategies web development,Beginner,2,4.9,Prof. J. Mehta,"Learn React through a deployment strategies focused course, covering key concepts in Web Development.",33904,1999,Hindi,"mentor-support, certificate",[]
928,"Regression Analysis - Fundamentals (Self-Paced, Coursera)",Statistics & Math,regression analysis fundamentals statistics & math,Beginner,4,4.6,Mr. S. Gupta,"Learn Regression Analysis through a fundamentals focused course, covering key concepts in Statistics & Math.",29357,499,English,"certificate, quiz-included, in-demand, trending",[]
929,"LSTM - Case Studies (Project-Based, Coursera)",Deep Learning,lstm case studies deep learning,Advanced,25,4.5,Dr. N. Rao,"Learn LSTM through a case studies focused course, covering key concepts in Deep Learning.",21758,4999,Hindi,"project-based, beginner-friendly, hands-on, certificate",[1804]
930,"Optimization - Practical Examples (Crash Course, LinkedIn Learning)",Statistics & Math,optimization practical examples statistics & math,Advanced,10,4.7,Dr. A. Sharma,"Learn Optimization through a practical examples focused course, covering key concepts in Statistics & Math.",4633,2499,Hindi,"industry-recognized, project-based, mentor-support","[1420, 1662]"
931,"Docker - Best Practices (Live Cohort, Coursera)",Cloud & DevOps,docker best practices cloud & devops,Intermediate,2,4.2,Ms. P. Nair,"Learn Docker through a best practices focused course, covering key concepts in Cloud & DevOps.",37817,1999,English + Hindi Subtitles,"project-based, mentor-support, trending, industry-recognized","[1923, 1937]"
932,"Seaborn - Intermediate Techniques (Live Cohort, Coursera)",Data Visualization,seaborn intermediate techniques data visualization,Beginner,2,3.6,Dr. L. Fernandes,"Learn Seaborn through a intermediate techniques focused course, covering key concepts in Data Visualization.",9190,1999,English,"trending, certificate",[]
933,"Java - Data Structures (Project-Based, Udemy)",Programming,java data structures programming,Advanced,25,3.7,Ms. K. Verma,"Learn Java through a data structures focused course, covering key concepts in Programming.",42919,1499,French,"in-demand, project-based, hands-on","[1307, 1581]"
934,"PHP - Data Structures (Project-Based, Udemy)",Programming,php data structures programming,Beginner,15,3.7,Dr. L. Fernandes,"Learn PHP through a data structures focused course, covering key concepts in Programming.",22868,4999,English,"project-based, quiz-included, beginner-friendly",[]
935,"Public Speaking - Real World Scenarios (Self-Paced, Pluralsight)",Career Skills,public speaking real world scenarios career skills,Intermediate,8,4.7,Prof. M. Khan,"Learn Public Speaking through a real world scenarios focused course, covering key concepts in Career Skills.",41907,1499,Spanish,"beginner-friendly, industry-recognized, quiz-included",[1648]
936,"JavaScript - Design Patterns (Live Cohort, LinkedIn Learning)",Programming,javascript design patterns programming,Intermediate,2,3.5,Prof. R. Iyer,"Learn JavaScript through a design patterns focused course, covering key concepts in Programming.",10601,499,French,"trending, quiz-included",[54]
937,"Hyperparameter Tuning - Optimization Strategies (Self-Paced, Udemy)",Machine Learning,hyperparameter tuning optimization strategies machine learning,Advanced,25,3.7,Ms. P. Nair,"Learn Hyperparameter Tuning through a optimization strategies focused course, covering key concepts in Machine Learning.",4701,999,English + Hindi Subtitles,"in-demand, hands-on, project-based","[949, 1999]"
938,"Flask - Deployment Strategies (Project-Based, Udemy)",Web Development,flask deployment strategies web development,Advanced,15,3.7,Dr. A. Sharma,"Learn Flask through a deployment strategies focused course, covering key concepts in Web Development.",4136,3999,French,"industry-recognized, hands-on","[906, 1840]"
939,"LSTM - Fundamentals (Crash Course, Coursera)",Deep Learning,lstm fundamentals deep learning,Beginner,10,4.1,Dr. A. Sharma,"Learn LSTM through a fundamentals focused course, covering key concepts in Deep Learning.",3674,499,Hindi,"industry-recognized, trending, beginner-friendly, in-demand",[]
940,"Exploratory Data Analysis - Fundamentals (Crash Course, LinkedIn Learning)",Data Science,exploratory data analysis fundamentals data science,Beginner,4,3.5,Ms. K. Verma,"Learn Exploratory Data Analysis through a fundamentals focused course, covering key concepts in Data Science.",13290,999,French,"mentor-support, certificate, quiz-included, hands-on",[]
941,"Dashboard Design - Basics (Self-Paced, Coursera)",Data Visualization,dashboard design basics data visualization,Beginner,6,3.5,Dr. N. Rao,"Learn Dashboard Design through a basics focused course, covering key concepts in Data Visualization.",35038,2499,English,"mentor-support, in-demand, quiz-included",[]
942,"Seaborn - Best Practices (Self-Paced, DataCamp)",Data Visualization,seaborn best practices data visualization,Beginner,10,4.0,Dr. A. Sharma,"Learn Seaborn through a best practices focused course, covering key concepts in Data Visualization.",20168,999,Hindi,"mentor-support, industry-recognized, project-based",[]
943,"Interview Preparation - Fundamentals (Crash Course, edX)",Career Skills,interview preparation fundamentals career skills,Beginner,15,4.7,Dr. A. Sharma,"Learn Interview Preparation through a fundamentals focused course, covering key concepts in Career Skills.",7167,499,English + Hindi Subtitles,"hands-on, quiz-included",[]
944,"Statistical Analysis - Advanced Methods (Project-Based, DataCamp)",Data Science,statistical analysis advanced methods data science,Advanced,8,4.9,Dr. N. Rao,"Learn Statistical Analysis through a advanced methods focused course, covering key concepts in Data Science.",32381,999,English + Hindi Subtitles,"quiz-included, trending",[1271]
945,"Data Analysis - Industry Applications (Self-Paced, Pluralsight)",Data Science,data analysis industry applications data science,Intermediate,4,4.2,Ms. P. Nair,"Learn Data Analysis through a industry applications focused course, covering key concepts in Data Science.",35195,999,Hindi,"certificate, beginner-friendly, job-ready",[1220]
946,"Neural Networks - Foundations (Self-Paced, DataCamp)",Deep Learning,neural networks foundations deep learning,Advanced,6,4.1,Dr. A. Sharma,"Learn Neural Networks through a foundations focused course, covering key concepts in Deep Learning.",33533,2999,Spanish,"mentor-support, quiz-included, in-demand, certificate","[966, 1338]"
947,"Unsupervised Learning - Real World Case Studies (Project-Based, DataCamp)",Machine Learning,unsupervised learning real world case studies machine learning,Beginner,10,5.0,Prof. J. Mehta,"Learn Unsupervised Learning through a real world case studies focused course, covering key concepts in Machine Learning.",29112,2999,French,"trending, project-based, in-demand",[]
948,"Infrastructure as Code - Fundamentals (Self-Paced, DataCamp)",Cloud & DevOps,infrastructure as code fundamentals cloud & devops,Beginner,20,4.2,Prof. R. Iyer,"Learn Infrastructure as Code through a fundamentals focused course, covering key concepts in Cloud & DevOps.",43560,999,French,"industry-recognized, quiz-included",[]
949,"Hyperparameter Tuning - Introduction (Project-Based, Coursera)",Machine Learning,hyperparameter tuning introduction machine learning,Beginner,2,3.6,Prof. R. Iyer,"Learn Hyperparameter Tuning through a introduction focused course, covering key concepts in Machine Learning.",33590,1999,French,"job-ready, project-based, beginner-friendly, certificate",[]
950,"REST API - Best Practices (Crash Course, Pluralsight)",Web Development,rest api best practices web development,Beginner,12,4.8,Mr. S. Gupta,"Learn REST API through a best practices focused course, covering key concepts in Web Development.",20308,0,English + Hindi Subtitles,"mentor-support, in-demand, beginner-friendly, hands-on",[]
951,"Rust - Algorithms (Project-Based, Udemy)",Programming,rust algorithms programming,Beginner,4,4.0,Ms. P. Nair,"Learn Rust through a algorithms focused course, covering key concepts in Programming.",16716,2499,Hindi,"project-based, beginner-friendly, hands-on",[]
952,"Robotics - Introduction (Live Cohort, Pluralsight)",AI Specialized,robotics introduction ai specialized,Beginner,15,4.5,Dr. N. Rao,"Learn Robotics through a introduction focused course, covering key concepts in AI Specialized.",18700,499,English,"in-demand, job-ready",[]
953,"Supervised Learning - Hands-on Project (Project-Based, DataCamp)",Machine Learning,supervised learning hands on project machine learning,Beginner,25,4.3,Dr. L. Fernandes,"Learn Supervised Learning through a hands-on project focused course, covering key concepts in Machine Learning.",9767,3999,Hindi,"mentor-support, industry-recognized",[]
954,"A/B Testing - Real World Case Studies (Crash Course, edX)",Data Science,a/b testing real world case studies data science,Intermediate,8,4.0,Prof. J. Mehta,"Learn A/B Testing through a real world case studies focused course, covering key concepts in Data Science.",18991,4999,French,"certificate, trending","[509, 1037]"
955,"GANs - Fundamentals (Self-Paced, Coursera)",Deep Learning,gans fundamentals deep learning,Beginner,25,3.9,Ms. P. Nair,"Learn GANs through a fundamentals focused course, covering key concepts in Deep Learning.",35332,0,Spanish,"project-based, hands-on, quiz-included",[]
956,"Bayesian Inference - Fundamentals (Crash Course, Udemy)",Statistics & Math,bayesian inference fundamentals statistics & math,Beginner,4,4.7,Dr. A. Sharma,"Learn Bayesian Inference through a fundamentals focused course, covering key concepts in Statistics & Math.",12060,499,Hindi,"project-based, industry-recognized, in-demand",[]
957,"Go - Basics (Live Cohort, Coursera)",Programming,go basics programming,Beginner,4,4.7,Ms. K. Verma,"Learn Go through a basics focused course, covering key concepts in Programming.",16346,0,English,"mentor-support, hands-on, project-based, job-ready",[]
958,"Bayesian Inference - Practical Examples (Project-Based, LinkedIn Learning)",Statistics & Math,bayesian inference practical examples statistics & math,Advanced,25,4.1,Mr. S. Gupta,"Learn Bayesian Inference through a practical examples focused course, covering key concepts in Statistics & Math.",32699,999,English,"trending, mentor-support, hands-on, job-ready",[1111]
959,"Django - Building Projects (Live Cohort, Udemy)",Web Development,django building projects web development,Beginner,6,3.6,Mr. S. Gupta,"Learn Django through a building projects focused course, covering key concepts in Web Development.",7033,3999,French,"in-demand, hands-on, certificate, trending",[]
960,"Transformers - Foundations (Live Cohort, LinkedIn Learning)",Deep Learning,transformers foundations deep learning,Intermediate,2,4.9,Mr. S. Gupta,"Learn Transformers through a foundations focused course, covering key concepts in Deep Learning.",19667,3999,English,"certificate, job-ready",[348]
961,"Angular - Full Stack Development (Self-Paced, Pluralsight)",Web Development,angular full stack development web development,Advanced,4,4.4,Mr. T. Singh,"Learn Angular through a full stack development focused course, covering key concepts in Web Development.",42894,4999,Spanish,"certificate, mentor-support",[1501]
962,"Feature Engineering - Practical Implementation (Crash Course, Coursera)",Machine Learning,feature engineering practical implementation machine learning,Beginner,12,4.5,Prof. J. Mehta,"Learn Feature Engineering through a practical implementation focused course, covering key concepts in Machine Learning.",49384,0,French,"certificate, project-based, job-ready",[]
963,"Statistical Analysis - Real World Case Studies (Live Cohort, Coursera)",Data Science,statistical analysis real world case studies data science,Advanced,12,4.8,Dr. A. Sharma,"Learn Statistical Analysis through a real world case studies focused course, covering key concepts in Data Science.",41351,499,English,"job-ready, quiz-included",[375]
964,"Probability - Advanced Theory (Crash Course, Udemy)",Statistics & Math,probability advanced theory statistics & math,Advanced,12,4.3,Prof. R. Iyer,"Learn Probability through a advanced theory focused course, covering key concepts in Statistics & Math.",1633,3999,Hindi,"trending, job-ready, hands-on, industry-recognized",[1630]
965,"Big Data Processing - Practical Applications (Self-Paced, Coursera)",Data Science,big data processing practical applications data science,Beginner,20,4.4,Dr. A. Sharma,"Learn Big Data Processing through a practical applications focused course, covering key concepts in Data Science.",47012,1499,Spanish,"mentor-support, certificate",[]
966,"CNN - Fundamentals (Crash Course, DataCamp)",Deep Learning,cnn fundamentals deep learning,Beginner,15,3.5,Dr. L. Fernandes,"Learn CNN through a fundamentals focused course, covering key concepts in Deep Learning.",7428,3999,Hindi,"industry-recognized, mentor-support",[]
967,"AWS - Fundamentals (Live Cohort, Udemy)",Cloud & DevOps,aws fundamentals cloud & devops,Beginner,10,4.2,Prof. R. Iyer,"Learn AWS through a fundamentals focused course, covering key concepts in Cloud & DevOps.",35242,1499,Spanish,"industry-recognized, hands-on, job-ready",[]
968,"Reinforcement Learning - Advanced Architectures (Project-Based, edX)",Deep Learning,reinforcement learning advanced architectures deep learning,Advanced,25,4.8,Dr. A. Sharma,"Learn Reinforcement Learning through a advanced architectures focused course, covering key concepts in Deep Learning.",12081,1999,French,"trending, quiz-included",[1804]
969,"Statistics - Advanced Theory (Crash Course, Coursera)",Statistics & Math,statistics advanced theory statistics & math,Advanced,20,4.8,Dr. L. Fernandes,"Learn Statistics through a advanced theory focused course, covering key concepts in Statistics & Math.",2212,0,Hindi,"project-based, in-demand, industry-recognized, mentor-support",[1630]
970,"Neural Networks - Advanced Architectures (Project-Based, Udemy)",Deep Learning,neural networks advanced architectures deep learning,Advanced,8,4.8,Ms. K. Verma,"Learn Neural Networks through a advanced architectures focused course, covering key concepts in Deep Learning.",10784,499,Spanish,"hands-on, mentor-support, trending, project-based",[1473]
971,"Seaborn - Advanced Dashboards (Crash Course, Pluralsight)",Data Visualization,seaborn advanced dashboards data visualization,Advanced,20,3.9,Mr. T. Singh,"Learn Seaborn through a advanced dashboards focused course, covering key concepts in Data Visualization.",1455,2999,Spanish,"quiz-included, certificate, mentor-support, project-based","[1376, 1631]"
972,"Neural Networks - Case Studies (Live Cohort, edX)",Deep Learning,neural networks case studies deep learning,Advanced,4,3.9,Prof. M. Khan,"Learn Neural Networks through a case studies focused course, covering key concepts in Deep Learning.",45827,999,English,"hands-on, certificate, mentor-support",[1149]
973,"A/B Testing - Fundamentals (Project-Based, edX)",Data Science,a/b testing fundamentals data science,Beginner,10,4.7,Ms. P. Nair,"Learn A/B Testing through a fundamentals focused course, covering key concepts in Data Science.",4914,0,Spanish,"industry-recognized, in-demand",[]
974,"Plotly - Basics (Live Cohort, Udemy)",Data Visualization,plotly basics data visualization,Beginner,12,3.6,Dr. L. Fernandes,"Learn Plotly through a basics focused course, covering key concepts in Data Visualization.",17060,999,English + Hindi Subtitles,"certificate, trending",[]
975,"Node.js - Best Practices (Self-Paced, edX)",Web Development,node.js best practices web development,Beginner,30,3.7,Dr. L. Fernandes,"Learn Node.js through a best practices focused course, covering key concepts in Web Development.",19341,4999,English,"hands-on, in-demand",[]
976,"CI CD - Production Deployment (Project-Based, Coursera)",Cloud & DevOps,ci cd production deployment cloud & devops,Intermediate,4,4.6,Prof. J. Mehta,"Learn CI CD through a production deployment focused course, covering key concepts in Cloud & DevOps.",5038,0,English + Hindi Subtitles,"hands-on, beginner-friendly","[1052, 1552]"
977,"Freelancing - Practical Guide (Crash Course, Udemy)",Career Skills,freelancing practical guide career skills,Beginner,12,4.9,Ms. P. Nair,"Learn Freelancing through a practical guide focused course, covering key concepts in Career Skills.",31362,2499,French,"project-based, mentor-support, industry-recognized",[]
978,"REST API - Building Projects (Live Cohort, LinkedIn Learning)",Web Development,rest api building projects web development,Beginner,30,4.8,Mr. S. Gupta,"Learn REST API through a building projects focused course, covering key concepts in Web Development.",20456,4999,English,"hands-on, quiz-included",[]
979,"Angular - Deployment Strategies (Crash Course, Udemy)",Web Development,angular deployment strategies web development,Beginner,4,4.8,Dr. N. Rao,"Learn Angular through a deployment strategies focused course, covering key concepts in Web Development.",32830,2999,English + Hindi Subtitles,"job-ready, trending",[]
